"sgRNA","gene","plasmid","HT29_c905","HT29_c906","HT29_c907","HT29_c908","SW626_c905"
"ABCA5_CCDS11685.1_ex24_17:67283787-67283810:+_5-2","ABCA5",400,459.333333333333,529.333333333333,360.333333333333,511,446
"ABCA5_CCDS11685.1_ex32_17:67300883-67300906:+_5-3","ABCA5",348,423.333333333333,512,368,359.5,537.666666666667
"ABCA5_CCDS11685.1_ex33_17:67302987-67303010:+_5-4","ABCA5",262,348.555555555556,511.833333333333,262.666666666667,136.666666666667,350.666666666667
"ABCA5_CCDS11685.1_ex35_17:67305496-67305519:+_5-5","ABCA5",300,274.777777777778,291.666666666667,192.333333333333,186.5,246.666666666667
"ABCA6_CCDS11683.1_ex22_17:67106962-67106985:-_5-1","ABCA6",224,249.333333333333,315,156,141.166666666667,344.666666666667
"ABCA6_CCDS11683.1_ex27_17:67111582-67111605:-_5-2","ABCA6",341,371.111111111111,381.333333333333,351.666666666667,307.5,322
"ABCA6_CCDS11683.1_ex30_17:67121163-67121186:-_5-3","ABCA6",32,46.4444444444444,42.6666666666667,27.3333333333333,16.5,21.6666666666667
"ABCA6_CCDS11683.1_ex32_17:67125796-67125819:-_5-4","ABCA6",234,206.888888888889,237.666666666667,214,128.166666666667,205.333333333333
"ABCA6_CCDS11683.1_ex35_17:67132250-67132273:+_5-5","ABCA6",180,185.111111111111,267.333333333333,196.333333333333,126.666666666667,161.333333333333
"ABCA7_CCDS12055.1_ex10_19:1045160-1045183:-_5-2","ABCA7",609,496.666666666667,638.666666666667,357.666666666667,431.166666666667,480.666666666667
"ABCA7_CCDS12055.1_ex11_19:1046257-1046280:-_5-3","ABCA7",511,555.111111111111,650.166666666667,456,899.5,464
"ABCA7_CCDS12055.1_ex18_19:1051155-1051178:+_5-4","ABCA7",486,576.222222222222,478,424.333333333333,942.666666666667,486
"ABCA7_CCDS12055.1_ex20_19:1052067-1052090:+_5-5","ABCA7",457,450.111111111111,448.5,357.333333333333,492.5,375
"ABCA7_CCDS12055.1_ex3_19:1042137-1042160:+_5-1","ABCA7",580,540.777777777778,712.666666666667,401.666666666667,709.333333333333,479.333333333333
"ABCA8_CCDS11680.1_ex21_17:66902267-66902290:-_5-1","ABCA8",175,186.444444444444,228.5,168.666666666667,152.5,171.666666666667
"ABCA8_CCDS11680.1_ex24_17:66914172-66914195:+_5-2","ABCA8",411,433.111111111111,435.833333333333,322,375.833333333333,386
"ABCA8_CCDS11680.1_ex28_17:66920855-66920878:-_5-3","ABCA8",300,395.444444444444,487.666666666667,321,258,394.666666666667
"ABCA8_CCDS11680.1_ex29_17:66924077-66924100:+_5-4","ABCA8",412,400.111111111111,499.333333333333,229.666666666667,377,372
"ABCA8_CCDS11680.1_ex29_17:66924136-66924159:+_5-5","ABCA8",480,438.888888888889,527.166666666667,433,406,409.333333333333
"ABCA9_CCDS11681.1_ex23_17:67022582-67022605:-_5-1","ABCA9",46,45.7777777777778,53,28.6666666666667,44.6666666666667,48.6666666666667
"ABCA9_CCDS11681.1_ex31_17:67031450-67031473:+_5-2","ABCA9",0,0,0,0,0,0
"ABCA9_CCDS11681.1_ex31_17:67031481-67031504:+_5-3","ABCA9",132,156.444444444444,178,151.666666666667,105,187.666666666667
"ABCA9_CCDS11681.1_ex31_17:67031505-67031528:+_5-4","ABCA9",329,441.555555555556,460.166666666667,319.666666666667,391.666666666667,293
"ABCA9_CCDS11681.1_ex32_17:67031846-67031869:-_5-5","ABCA9",329,415.111111111111,398.5,307,450.333333333333,334.666666666667
"ABCB1_CCDS5608.1_ex15_7:87179269-87179292:+_5-1","ABCB1",244,229.888888888889,309.333333333333,197,237.5,148
"ABCB1_CCDS5608.1_ex17_7:87179861-87179884:-_5-2","ABCB1",350,359,441.833333333333,266,327.166666666667,337.666666666667
"ABCB1_CCDS5608.1_ex20_7:87190653-87190676:-_5-3","ABCB1",227,145.222222222222,204.666666666667,144.333333333333,141.666666666667,245.666666666667
"ABCB1_CCDS5608.1_ex22_7:87196148-87196171:-_5-4","ABCB1",175,162.111111111111,222.333333333333,107.333333333333,120.833333333333,158.666666666667
"ABCB1_CCDS5608.1_ex22_7:87196271-87196294:-_5-5","ABCB1",137,150.333333333333,110,121,77.1666666666667,100
"ABCB10_CCDS1580.1_ex12_1:229694267-229694290:+_5-5","ABCB10",439,396.777777777778,430.5,322.666666666667,502,350.666666666667
"ABCB10_CCDS1580.1_ex8_1:229676480-229676503:+_5-1","ABCB10",413,481.111111111111,385.5,418,564.833333333333,296
"ABCB10_CCDS1580.1_ex9_1:229678075-229678098:-_5-2","ABCB10",547,707,832.166666666667,571.666666666667,501.166666666667,590
"ABCB11_CCDS46444.1_ex16_2:169833142-169833165:-_5-1","ABCB11",211,226.333333333333,254.666666666667,153.666666666667,205,128.666666666667
"ABCB11_CCDS46444.1_ex18_2:169842760-169842783:-_5-2","ABCB11",440,441.777777777778,498.166666666667,390,434.5,311
"ABCB11_CCDS46444.1_ex20_2:169850327-169850350:+_5-3","ABCB11",355,319,361.666666666667,238.333333333333,222.5,243.333333333333
"ABCB11_CCDS46444.1_ex22_2:169853154-169853177:-_5-4","ABCB11",241,174.333333333333,239.666666666667,142.666666666667,133.333333333333,137
"ABCB11_CCDS46444.1_ex23_2:169869923-169869946:+_5-5","ABCB11",465,513.666666666667,468.166666666667,435.666666666667,539.833333333333,529.666666666667
"ABCB4_CCDS5605.1_ex13_7:87060823-87060846:+_5-1","ABCB4",396,458.555555555556,479.833333333333,401,406.333333333333,338.333333333333
"ABCB4_CCDS5605.1_ex17_7:87072977-87073000:+_5-2","ABCB4",139,117.222222222222,146,130,220.166666666667,130.333333333333
"ABCB4_CCDS5605.1_ex22_7:87082254-87082277:-_5-3","ABCB4",383,387.666666666667,420,334.333333333333,288.833333333333,340.666666666667
"ABCB4_CCDS5605.1_ex23_7:87083877-87083900:-_5-4","ABCB4",326,326.666666666667,339.5,291.666666666667,305.166666666667,210
"ABCB4_CCDS5605.1_ex24_7:87092206-87092229:-_5-5","ABCB4",201,153.888888888889,204.833333333333,152,162.666666666667,252.333333333333
"ABCB5_CCDS5371.1_ex0_7:20691136-20691159:-_6-1","ABCB5",100,92.3333333333333,117.5,86.3333333333333,69.8333333333333,55
"ABCB5_CCDS5371.1_ex0_7:20691170-20691193:+_6-2","ABCB5",261,301,390.166666666667,341.666666666667,283,233
"ABCB5_CCDS5371.1_ex0_7:20691212-20691235:+_6-3","ABCB5",83,76.2222222222222,97.5,36.3333333333333,54.3333333333333,83.6666666666667
"ABCB5_CCDS5371.1_ex1_7:20698127-20698150:+_6-4","ABCB5",32,40,46.3333333333333,27.6666666666667,15.6666666666667,53.6666666666667
"ABCB5_CCDS5371.1_ex1_7:20698153-20698176:+_6-5","ABCB5",429,526.222222222222,632.833333333333,381,442.333333333333,431
"ABCB5_CCDS5371.1_ex2_7:20721132-20721155:+_6-6","ABCB5",353,481.111111111111,640.666666666667,368,406.166666666667,362.666666666667
"ABCB6_CCDS2436.1_ex14_2:220080836-220080859:-_5-1","ABCB6",588,659,769,542.333333333333,721.333333333333,592
"ABCB6_CCDS2436.1_ex14_2:220080858-220080881:+_5-2","ABCB6",407,641.888888888889,744,485.666666666667,431.5,619.333333333333
"ABCB6_CCDS2436.1_ex15_2:220081125-220081148:+_5-3","ABCB6",326,254.777777777778,253.5,198,279,265
"ABCB6_CCDS2436.1_ex18_2:220083172-220083195:+_5-4","ABCB6",408,369.222222222222,364.166666666667,303,378.333333333333,410
"ABCB6_CCDS2436.1_ex18_2:220083276-220083299:+_5-5","ABCB6",321,348.555555555556,385.666666666667,292.333333333333,330.333333333333,358.333333333333
"ABCB7_CCDS14428.1_ex10_X:74295284-74295307:-_5-3","ABCB7",190,66.5555555555556,85.1666666666667,28.3333333333333,68.6666666666667,65.6666666666667
"ABCB7_CCDS14428.1_ex15_X:74375942-74375965:+_5-4","ABCB7",398,184,191,136.666666666667,195.166666666667,136
"ABCB7_CCDS14428.1_ex15_X:74375994-74376017:-_5-5","ABCB7",371,183.555555555556,239.666666666667,146,179.666666666667,152.333333333333
"ABCB7_CCDS14428.1_ex9_X:74293704-74293727:-_5-1","ABCB7",467,135.444444444444,174,89.3333333333333,188.333333333333,116.333333333333
"ABCB7_CCDS14428.1_ex9_X:74293741-74293764:-_5-2","ABCB7",293,92.5555555555556,118.333333333333,48,159,69
"ABCB8_CCDS5913.1_ex2_7:150731432-150731455:+_5-1","ABCB8",353,364.666666666667,472.666666666667,290,470.833333333333,296.333333333333
"ABCB8_CCDS5913.1_ex3_7:150731626-150731649:-_5-2","ABCB8",439,441.111111111111,427.666666666667,386.333333333333,504.333333333333,354.666666666667
"ABCB8_CCDS5913.1_ex4_7:150731823-150731846:+_5-3","ABCB8",184,188.555555555556,293.5,174.333333333333,167.833333333333,195.333333333333
"ABCB8_CCDS5913.1_ex5_7:150732708-150732731:-_5-4","ABCB8",426,416.444444444444,408.833333333333,335.333333333333,414,406
"ABCB8_CCDS5913.1_ex6_7:150733026-150733049:-_5-5","ABCB8",578,573,598.333333333333,613.333333333333,716.666666666667,496
"ABCB9_CCDS58286.1_ex7_12:123434395-123434418:+_5-1","ABCB9",333,314.777777777778,479.666666666667,278,275.333333333333,332
"ABCB9_CCDS58286.1_ex7_12:123434450-123434473:-_5-2","ABCB9",472,563.888888888889,690,481,489.333333333333,436.333333333333
"ABCB9_CCDS58286.1_ex9_12:123444226-123444249:-_5-3","ABCB9",425,415.666666666667,533.666666666667,410,559.5,284.333333333333
"ABCB9_CCDS58286.1_ex9_12:123444407-123444430:+_5-4","ABCB9",242,280.666666666667,301.166666666667,227,339.5,277
"ABCB9_CCDS58286.1_ex9_12:123444500-123444523:+_5-5","ABCB9",445,498.444444444444,599.666666666667,453.333333333333,626.166666666667,493.666666666667
"ABCC1_CCDS42122.1_ex16_16:16177311-16177334:+_5-5","ABCC1",215,176.333333333333,218.666666666667,135.333333333333,155.666666666667,97
"ABCC1_CCDS42122.1_ex5_16:16126994-16127017:-_5-1","ABCC1",321,342.666666666667,391.833333333333,273.666666666667,497,248.333333333333
"ABCC1_CCDS42122.1_ex6_16:16130324-16130347:-_5-2","ABCC1",276,364.888888888889,484.833333333333,308,281.5,347
"ABCC1_CCDS42122.1_ex7_16:16138396-16138419:+_5-3","ABCC1",299,378.333333333333,453.5,253.333333333333,284.333333333333,371.666666666667
"ABCC1_CCDS42122.1_ex9_16:16142029-16142052:-_5-4","ABCC1",414,539.222222222222,594.833333333333,502,376.166666666667,499.666666666667
"ABCC10_CCDS4896.1_ex0_6:43400379-43400402:+_5-1","ABCC10",407,509.333333333333,556.666666666667,445,506.166666666667,400.333333333333
"ABCC10_CCDS4896.1_ex0_6:43400561-43400584:+_5-2","ABCC10",382,362.111111111111,453,338,347,226.666666666667
"ABCC10_CCDS4896.1_ex0_6:43400767-43400790:+_5-3","ABCC10",486,472.555555555556,634.833333333333,443.666666666667,440.666666666667,502.333333333333
"ABCC10_CCDS4896.1_ex1_6:43402501-43402524:-_5-4","ABCC10",473,328.888888888889,388.166666666667,377.666666666667,563.5,332.333333333333
"ABCC10_CCDS4896.1_ex6_6:43409645-43409668:-_5-5","ABCC10",470,536.222222222222,616.666666666667,452.666666666667,573.333333333333,411.666666666667
"ABCC11_CCDS10732.1_ex15_16:48234306-48234329:+_5-1","ABCC11",407,391.777777777778,453.833333333333,251.333333333333,318,420.333333333333
"ABCC11_CCDS10732.1_ex17_16:48239361-48239384:-_5-2","ABCC11",458,579.333333333333,620,485,690.833333333333,529.666666666667
"ABCC11_CCDS10732.1_ex19_16:48244986-48245009:-_5-3","ABCC11",517,466.444444444444,537.833333333333,404.666666666667,573.166666666667,407
"ABCC11_CCDS10732.1_ex23_16:48250102-48250125:+_5-4","ABCC11",474,411.888888888889,432.166666666667,404.666666666667,468.833333333333,437.333333333333
"ABCC11_CCDS10732.1_ex24_16:48256598-48256621:+_5-5","ABCC11",324,362.777777777778,439.166666666667,334.666666666667,391.166666666667,304.333333333333
"ABCC12_CCDS10730.1_ex22_16:48167596-48167619:-_5-1","ABCC12",549,742.222222222222,874.166666666667,602.333333333333,727,490.666666666667
"ABCC12_CCDS10730.1_ex25_16:48174665-48174688:-_5-2","ABCC12",548,628.555555555556,620.833333333333,547.666666666667,599,524.666666666667
"ABCC12_CCDS10730.1_ex27_16:48177841-48177864:+_5-3","ABCC12",337,325.777777777778,390.833333333333,346,266.166666666667,301.333333333333
"ABCC12_CCDS10730.1_ex27_16:48177882-48177905:-_5-4","ABCC12",323,399.555555555556,442.666666666667,375,328.833333333333,411.333333333333
"ABCC12_CCDS10730.1_ex27_16:48177956-48177979:-_5-5","ABCC12",392,443.222222222222,496.5,327,208.166666666667,487.666666666667
"ABCC2_CCDS7484.1_ex14_10:101571346-101571369:-_5-5","ABCC2",571,811.222222222222,853.833333333333,621.333333333333,710.5,678
"ABCC2_CCDS7484.1_ex2_10:101552071-101552094:-_5-1","ABCC2",309,273.555555555556,250.666666666667,207.333333333333,193.666666666667,221.333333333333
"ABCC2_CCDS7484.1_ex3_10:101553372-101553395:-_5-2","ABCC2",135,151.222222222222,204.833333333333,146,75.8333333333333,179
"ABCC2_CCDS7484.1_ex5_10:101554194-101554217:+_5-3","ABCC2",282,231.444444444444,278.333333333333,242,210.5,245.333333333333
"ABCC2_CCDS7484.1_ex6_10:101556878-101556901:-_5-4","ABCC2",468,463.666666666667,530.666666666667,465.666666666667,548,461.666666666667
"ABCC3_CCDS32681.1_ex1_17:48733267-48733290:-_5-1","ABCC3",411,623.222222222222,690.5,482,760.333333333333,440.333333333333
"ABCC3_CCDS32681.1_ex1_17:48733311-48733334:-_5-2","ABCC3",668,725.777777777778,879.333333333333,649.666666666667,988.333333333333,643
"ABCC3_CCDS32681.1_ex3_17:48734423-48734446:+_5-3","ABCC3",484,460,476.833333333333,354.333333333333,341.333333333333,287
"ABCC3_CCDS32681.1_ex6_17:48736602-48736625:-_5-4","ABCC3",381,405.333333333333,543.666666666667,384,354.166666666667,373.333333333333
"ABCC3_CCDS32681.1_ex7_17:48738310-48738333:+_5-5","ABCC3",380,418.888888888889,458.666666666667,315,370.833333333333,346
"ABCC4_CCDS45061.1_ex13_13:95858780-95858803:-_5-1","ABCC4",387,448.555555555556,532.5,360.333333333333,364.833333333333,327.666666666667
"ABCC4_CCDS45061.1_ex13_13:95858877-95858900:+_5-2","ABCC4",528,620.111111111111,765.5,535.666666666667,876,460.333333333333
"ABCC4_CCDS45061.1_ex14_13:95860148-95860171:-_5-3","ABCC4",493,699.666666666667,769.833333333333,549.333333333333,775.5,511.333333333333
"ABCC4_CCDS45061.1_ex16_13:95863013-95863036:-_5-4","ABCC4",183,240.666666666667,274.833333333333,142.333333333333,203.333333333333,155.666666666667
"ABCC4_CCDS45061.1_ex17_13:95886862-95886885:-_5-5","ABCC4",130,150.888888888889,210,115.666666666667,87.1666666666667,82.6666666666667
"ABCC5_CCDS33898.1_ex2_3:183706425-183706448:-_5-1","ABCC5",429,439.777777777778,546.833333333333,438.666666666667,404.666666666667,278.333333333333
"ABCC5_CCDS33898.1_ex2_3:183706483-183706506:+_5-2","ABCC5",395,452.111111111111,560.5,391.333333333333,543,330.666666666667
"ABCC5_CCDS33898.1_ex3_3:183707010-183707033:+_5-3","ABCC5",382,421.555555555556,437.166666666667,360.333333333333,301.166666666667,300.666666666667
"ABCC5_CCDS33898.1_ex3_3:183707087-183707110:+_5-4","ABCC5",332,407,457.666666666667,321.333333333333,302.166666666667,430.666666666667
"ABCC5_CCDS33898.1_ex4_3:183732050-183732073:-_5-5","ABCC5",228,216.333333333333,241.333333333333,148.333333333333,211.166666666667,224.333333333333
"ABCC6_CCDS10568.1_ex15_16:16276732-16276755:-_10-1","ABCC6",546,666.444444444444,740.166666666667,528.333333333333,602.333333333333,539.666666666667
"ABCC6_CCDS10568.1_ex17_16:16281043-16281066:-_10-2","ABCC6",527,485,542,366.666666666667,334.666666666667,375.666666666667
"ABCC6_CCDS10568.1_ex18_16:16282818-16282841:-_10-3","ABCC6",514,508.222222222222,613.666666666667,395.333333333333,435.666666666667,496.333333333333
"ABCC6_CCDS10568.1_ex21_16:16291900-16291923:-_10-4","ABCC6",556,644.333333333333,717.5,582.666666666667,891.166666666667,513.333333333333
"ABCC6_CCDS10568.1_ex23_16:16297388-16297411:+_10-5","ABCC6",420,441.555555555556,494.333333333333,399.333333333333,500.333333333333,394.333333333333
"ABCC6_CCDS10568.1_ex29_16:16315531-16315554:+_10-6","ABCC6",501,617.555555555556,689.5,433.333333333333,359.333333333333,647.666666666667
"ABCC6_CCDS10568.1_ex29_16:16315548-16315571:-_10-7","ABCC6",248,242.222222222222,252,220.333333333333,249.333333333333,201.333333333333
"ABCC6_CCDS10568.1_ex29_16:16315564-16315587:+_10-8","ABCC6",431,218.333333333333,199.166666666667,144.666666666667,220.166666666667,189
"ABCC6_CCDS10568.1_ex29_16:16315589-16315612:-_10-9","ABCC6",460,352.111111111111,439.166666666667,322.666666666667,254.5,351.333333333333
"ABCC6_CCDS10568.1_ex29_16:16315617-16315640:-_10-10","ABCC6",394,480.444444444444,535,487.666666666667,564.333333333333,429.666666666667
"ABCC8_CCDS31437.1_ex24_11:17449412-17449435:-_5-1","ABCC8",340,442.111111111111,492.833333333333,378.666666666667,375.166666666667,191.333333333333
"ABCC8_CCDS31437.1_ex27_11:17452374-17452397:+_5-2","ABCC8",350,409.444444444444,599.333333333333,372.666666666667,547.666666666667,364
"ABCC8_CCDS31437.1_ex30_11:17464816-17464839:+_5-3","ABCC8",270,348.333333333333,370.666666666667,258.333333333333,209.833333333333,410.333333333333
"ABCC8_CCDS31437.1_ex34_11:17483198-17483221:+_5-4","ABCC8",544,567.444444444444,670.166666666667,421.666666666667,532.666666666667,490
"ABCC8_CCDS31437.1_ex35_11:17485059-17485082:+_5-5","ABCC8",293,295.111111111111,280,223.333333333333,320.166666666667,244.333333333333
"ABCC9_CCDS8693.1_ex25_12:22040805-22040828:-_5-1","ABCC9",412,362.444444444444,393.833333333333,267.666666666667,471.833333333333,335.666666666667
"ABCC9_CCDS8693.1_ex30_12:22063203-22063226:+_5-2","ABCC9",302,242.666666666667,316,270.666666666667,359.333333333333,229.333333333333
"ABCC9_CCDS8693.1_ex34_12:22069870-22069893:-_5-3","ABCC9",372,344.555555555556,372.5,302.333333333333,273,321
"ABCC9_CCDS8693.1_ex35_12:22078940-22078963:+_5-4","ABCC9",541,497,638.333333333333,523,410,497.666666666667
"ABCC9_CCDS8693.1_ex36_12:22086780-22086803:-_5-5","ABCC9",280,313.777777777778,345.333333333333,257.333333333333,302.833333333333,234.333333333333
"ABCD1_CCDS14728.1_ex0_X:152991038-152991061:-_5-1","ABCD1",465,482.888888888889,572,488.666666666667,529.666666666667,348
"ABCD1_CCDS14728.1_ex0_X:152991083-152991106:+_5-2","ABCD1",481,316.444444444444,386,213.333333333333,360,281.333333333333
"ABCD1_CCDS14728.1_ex0_X:152991197-152991220:-_5-3","ABCD1",406,264.555555555556,235.333333333333,155,240.333333333333,257.333333333333
"ABCD1_CCDS14728.1_ex0_X:152991257-152991280:+_5-4","ABCD1",374,438.666666666667,408.333333333333,380,331,316.333333333333
"ABCD1_CCDS14728.1_ex0_X:152991557-152991580:+_5-5","ABCD1",580,520,599.666666666667,531,714.166666666667,572.666666666667
"ABCD2_CCDS8734.1_ex9_12:40012598-40012621:+_5-1","ABCD2",234,274.333333333333,295,234.333333333333,145.833333333333,183.333333333333
"ABCD2_CCDS8734.1_ex9_12:40012638-40012661:+_5-2","ABCD2",325,393.777777777778,433.333333333333,314,397.166666666667,372.333333333333
"ABCD2_CCDS8734.1_ex9_12:40012811-40012834:-_5-3","ABCD2",323,320.111111111111,449.666666666667,254.666666666667,267.833333333333,224.333333333333
"ABCD2_CCDS8734.1_ex9_12:40012977-40013000:+_5-4","ABCD2",218,244.333333333333,359.5,222.333333333333,211.166666666667,381
"ABCD2_CCDS8734.1_ex9_12:40013274-40013297:-_5-5","ABCD2",218,190.555555555556,175.333333333333,153.666666666667,138.333333333333,111.666666666667
"ABCD3_CCDS44175.1_ex1_1:94924178-94924201:-_5-1","ABCD3",281,327.111111111111,317.833333333333,276,239.5,251
"ABCD3_CCDS44175.1_ex4_1:94939320-94939343:+_5-2","ABCD3",335,317,319.833333333333,171.333333333333,280,155
"ABCD3_CCDS44175.1_ex4_1:94939380-94939403:-_5-3","ABCD3",98,88.8888888888889,96.3333333333333,93.6666666666667,44.3333333333333,51.3333333333333
"ABCD3_CCDS44175.1_ex5_1:94940741-94940764:+_5-4","ABCD3",326,457.444444444444,502.333333333333,422.666666666667,403.5,323.666666666667
"ABCD3_CCDS44175.1_ex5_1:94940775-94940798:-_5-5","ABCD3",118,142.888888888889,193.166666666667,113.333333333333,87.6666666666667,185
"ABCD4_CCDS9828.1_ex10_14:74759489-74759512:+_5-1","ABCD4",292,380,476.333333333333,307.333333333333,223.166666666667,334.666666666667
"ABCD4_CCDS9828.1_ex14_14:74763055-74763078:+_5-2","ABCD4",382,387.555555555556,425.833333333333,374,529.833333333333,474.333333333333
"ABCD4_CCDS9828.1_ex15_14:74764627-74764650:-_5-3","ABCD4",317,313.333333333333,277.833333333333,184,347.833333333333,204.666666666667
"ABCD4_CCDS9828.1_ex16_14:74766322-74766345:+_5-4","ABCD4",368,364.111111111111,345.833333333333,348,360.166666666667,298.333333333333
"ABCD4_CCDS9828.1_ex17_14:74766843-74766866:+_5-5","ABCD4",412,416.111111111111,529.5,398.666666666667,340.666666666667,314
"ABCE1_CCDS34071.1_ex1_4:146026751-146026774:+_5-1","ABCE1",128,14.1111111111111,22.5,2,11,14
"ABCE1_CCDS34071.1_ex2_4:146029173-146029196:-_5-2","ABCE1",373,54.8888888888889,58.5,27.3333333333333,40,41.3333333333333
"ABCE1_CCDS34071.1_ex3_4:146030281-146030304:+_5-3","ABCE1",338,5.33333333333333,8.66666666666667,15,11.8333333333333,16.6666666666667
"ABCE1_CCDS34071.1_ex7_4:146033406-146033429:-_5-4","ABCE1",123,4.88888888888889,8.83333333333333,5.66666666666667,9.66666666666667,10.6666666666667
